"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_013","12","Attraction3","501.0282","622.6948","121.6667","f39c12ff"
"Traveller_015","14","Travelling","504.3615","541.0282","36.6667","3498dbff"
"Traveller_005","4","Attraction3","504.3615","626.0282","121.6667","f39c12ff"
"Traveller_007","6","Travelling","516.0282","552.6948","36.6667","3498dbff"
"Traveller_017","16","Attraction","516.0282","817.6948","301.6667","f39c12ff"
"Traveller_011","10","Waiting","521.0282","841.0282","320.0","2ecc71ff"
"Traveller_015","14","Waiting","541.0282","817.6948","276.6667","2ecc71ff"
"Traveller_007","6","Waiting","552.6948","866.0282","313.3333","2ecc71ff"
"Traveller_001","0","Travelling","552.6948","576.0282","23.3333","3498dbff"
"Traveller_012","11","Attraction2","552.6948","674.3615","121.6667","f39c12ff"
"Traveller_001","0","Waiting","576.0282","1036.0282","460.0","2ecc71ff"
"Traveller_010","9","Travelling","597.6948","617.6948","20.0","3498dbff"
"Traveller_016","15","Attraction2","597.6948","719.3615","121.6667","f39c12ff"
"Traveller_010","9","Waiting","617.6948","869.3615","251.6667","2ecc71ff"
"Traveller_013","12","Travelling","622.6948","657.6948","35.0","3498dbff"
"Traveller_018","17","Attraction3","622.6948","744.3615","121.6667","f39c12ff"
"Traveller_005","4","Travelling","626.0282","642.6948","16.6667","3498dbff"
"Traveller_008","7","Attraction3","626.0282","747.6948","121.6667","f39c12ff"
"Traveller_005","4","Waiting","642.6948","917.6948","275.0","2ecc71ff"
"Traveller_013","12","Waiting","657.6948","1119.3615","461.6667","2ecc71ff"
"Traveller_012","11","Travelling","674.3615","697.6948","23.3333","3498dbff"
"Traveller_004","3","Attraction2","674.3615","796.0282","121.6667","f39c12ff"
"Traveller_012","11","Waiting","697.6948","1336.0282","638.3333","2ecc71ff"
"Traveller_016","15","Travelling","719.3615","742.6948","23.3333","3498dbff"
"Traveller_006","5","Attraction2","719.3615","841.0282","121.6667","f39c12ff"
"Traveller_014","13","Travelling","734.3615","761.0282","26.6667","3498dbff"
"Traveller_019","18","Attraction","734.3615","1036.0282","301.6667","f39c12ff"
"Traveller_016","15","Waiting","742.6948","1419.3615","676.6667","2ecc71ff"
"Traveller_018","17","Travelling","744.3615","764.3615","20.0","3498dbff"
"Traveller_009","8","Attraction3","744.3615","866.0282","121.6667","f39c12ff"
"Traveller_008","7","Travelling","747.6948","764.3615","16.6667","3498dbff"
"Traveller_003","2","Attraction3","747.6948","869.3615","121.6667","f39c12ff"
"Traveller_014","13","Waiting","761.0282","962.6948","201.6667","2ecc71ff"
"Traveller_008","7","Waiting","764.3615","1039.3615","275.0","2ecc71ff"
"Traveller_018","17","Waiting","764.3615","1082.6948","318.3333","2ecc71ff"
"Traveller_004","3","Travelling","796.0282","812.6948","16.6667","3498dbff"
"Traveller_002","1","Attraction2","796.0282","917.6948","121.6667","f39c12ff"
"Traveller_004","3","Waiting","812.6948","987.6948","175.0","2ecc71ff"
"Traveller_017","16","Travelling","817.6948","857.6948","40.0","3498dbff"
"Traveller_015","14","Attraction","817.6948","1119.3615","301.6667","f39c12ff"
"Traveller_006","5","Travelling","841.0282","864.3615","23.3333","3498dbff"
"Traveller_011","10","Attraction2","841.0282","962.6948","121.6667","f39c12ff"
"Traveller_017","16","Waiting","857.6948","991.0282","133.3333","2ecc71ff"
"Traveller_006","5","Waiting","864.3615","1636.0282","771.6667","2ecc71ff"
"Traveller_009","8","Travelling","866.0282","882.6948","16.6667","3498dbff"
"Traveller_007","6","Attraction3","866.0282","987.6948","121.6667","f39c12ff"
"Traveller_003","2","Travelling","869.3615","886.0282","16.6667","3498dbff"
"Traveller_010","9","Attraction3","869.3615","991.0282","121.6667","f39c12ff"
"Traveller_009","8","Waiting","882.6948","1159.3615","276.6667","2ecc71ff"
"Traveller_003","2","Waiting","886.0282","1202.6948","316.6667","2ecc71ff"
"Traveller_002","1","Travelling","917.6948","937.6948","20.0","3498dbff"
"Traveller_005","4","Attraction2","917.6948","1039.3615","121.6667","f39c12ff"
"Traveller_002","1","Waiting","937.6948","1107.6948","170.0","2ecc71ff"
"Traveller_011","10","Travelling","962.6948","986.0282","23.3333","3498dbff"
"Traveller_014","13","Attraction2","962.6948","1082.6948","120.0","f39c12ff"
"Traveller_011","10","Waiting","986.0282","1719.3615","733.3333","2ecc71ff"
"Traveller_007","6","Travelling","987.6948","1004.3615","16.6667","3498dbff"
"Traveller_004","3","Attraction3","987.6948","1107.6948","120.0","f39c12ff"
"Traveller_010","9","Travelling","991.0282","1007.6948","16.6667","3498dbff"
"Traveller_017","16","Attraction3","991.0282","1111.0282","120.0","f39c12ff"
"Traveller_020","19","Travelling","1001.0282","1026.0282","25.0","3498dbff"
"Traveller_007","6","Waiting","1004.3615","1279.3615","275.0","2ecc71ff"
"Traveller_010","9","Waiting","1007.6948","1322.6948","315.0","2ecc71ff"
"Traveller_020","19","Waiting","1026.0282","1936.0282","910.0","2ecc71ff"
"Traveller_019","18","Travelling","1036.0282","1064.3615","28.3333","3498dbff"
"Traveller_001","0","Attraction","1036.0282","1336.0282","300.0","f39c12ff"
"Traveller_005","4","Travelling","1039.3615","1062.6948","23.3333","3498dbff"
"Traveller_008","7","Attraction2","1039.3615","1159.3615","120.0","f39c12ff"
"Traveller_005","4","Waiting","1062.6948","2019.3615","956.6667","2ecc71ff"
"Traveller_019","18","Waiting","1064.3615","1399.3615","335.0","2ecc71ff"
"Traveller_014","13","Travelling","1082.6948","1102.6948","20.0","3498dbff"
"Traveller_018","17","Attraction2","1082.6948","1202.6948","120.0","f39c12ff"
"Traveller_014","13","Waiting","1102.6948","1111.0282","8.3333","2ecc71ff"
"Traveller_004","3","Travelling","1107.6948","1124.3615","16.6667","3498dbff"
"Traveller_002","1","Attraction3","1107.6948","1227.6948","120.0","f39c12ff"
"Traveller_017","16","Travelling","1111.0282","1127.6948","16.6667","3498dbff"
"Traveller_014","13","Attraction3","1111.0282","1231.0282","120.0","f39c12ff"
"Traveller_015","14","Travelling","1119.3615","1144.3615","25.0","3498dbff"
"Traveller_013","12","Attraction","1119.3615","1419.3615","300.0","f39c12ff"
"Traveller_004","3","Waiting","1124.3615","1442.6948","318.3333","2ecc71ff"
"Traveller_017","16","Waiting","1127.6948","1519.3615","391.6667","2ecc71ff"
"Traveller_015","14","Waiting","1144.3615","1562.6948","418.3333","2ecc71ff"
"Traveller_008","7","Travelling","1159.3615","1182.6948","23.3333","3498dbff"
"Traveller_009","8","Attraction2","1159.3615","1279.3615","120.0","f39c12ff"
"Traveller_008","7","Waiting","1182.6948","2237.6948","1055.0","2ecc71ff"
"Traveller_018","17","Travelling","1202.6948","1219.3615","16.6667","3498dbff"
"Traveller_003","2","Attraction2","1202.6948","1322.6948","120.0","f39c12ff"
"Traveller_018","17","Waiting","1219.3615","1227.6948","8.3333","2ecc71ff"
"Traveller_002","1","Travelling","1227.6948","1262.6948","35.0","3498dbff"
"Traveller_018","17","Attraction3","1227.6948","1347.6948","120.0","f39c12ff"
"Traveller_014","13","Travelling","1231.0282","1266.0282","35.0","3498dbff"
"Traveller_002","1","Waiting","1262.6948","2321.0282","1058.3333","2ecc71ff"
"Traveller_014","13","Waiting","1266.0282","2539.3615","1273.3333","2ecc71ff"
"Traveller_009","8","Travelling","1279.3615","1302.6948","23.3333","3498dbff"
"Traveller_007","6","Attraction2","1279.3615","1399.3615","120.0","f39c12ff"
"Traveller_009","8","Waiting","1302.6948","2622.6948","1320.0","2ecc71ff"
"Traveller_003","2","Travelling","1322.6948","1346.0282","23.3333","3498dbff"
"Traveller_010","9","Attraction2","1322.6948","1442.6948","120.0","f39c12ff"
"Traveller_001","0","Travelling","1336.0282","1376.0282","40.0","3498dbff"
"Traveller_012","11","Attraction","1336.0282","1636.0282","300.0","f39c12ff"
"Traveller_003","2","Waiting","1346.0282","2841.0282","1495.0","2ecc71ff"
"Traveller_018","17","Travelling","1347.6948","1382.6948","35.0","3498dbff"
"Traveller_001","0","Waiting","1376.0282","1376.0282","0.0","2ecc71ff"
"Traveller_001","0","Attraction3","1376.0282","1496.0282","120.0","f39c12ff"
"Traveller_018","17","Waiting","1382.6948","2924.3615","1541.6667","2ecc71ff"
"Traveller_007","6","Travelling","1399.3615","1416.0282","16.6667","3498dbff"
"Traveller_019","18","Attraction2","1399.3615","1519.3615","120.0","f39c12ff"
"Traveller_007","6","Waiting","1416.0282","1416.0282","0.0","2ecc71ff"
"Traveller_007","6","Attraction3","1416.0282","1536.0282","120.0","f39c12ff"
"Traveller_013","12","Travelling","1419.3615","1444.3615","25.0","3498dbff"
"Traveller_016","15","Attraction","1419.3615","1719.3615","300.0","f39c12ff"
"Traveller_010","9","Travelling","1442.6948","1466.0282","23.3333","3498dbff"
"Traveller_004","3","Attraction2","1442.6948","1562.6948","120.0","f39c12ff"
"Traveller_013","12","Waiting","1444.3615","1639.3615","195.0","2ecc71ff"
"Traveller_010","9","Waiting","1466.0282","3142.6948","1676.6667","2ecc71ff"
"Traveller_001","0","Travelling","1496.0282","1512.6948","16.6667","3498dbff"
"Traveller_001","0","Waiting","1512.6948","1682.6948","170.0","2ecc71ff"
"Traveller_019","18","Travelling","1519.3615","1539.3615","20.0","3498dbff"
"Traveller_017","16","Attraction2","1519.3615","1639.3615","120.0","f39c12ff"
"Traveller_007","6","Travelling","1536.0282","1571.0282","35.0","3498dbff"
"Traveller_019","18","Waiting","1539.3615","3226.0282","1686.6667","2ecc71ff"
"Traveller_004","3","Travelling","1562.6948","1579.3615","16.6667","3498dbff"
"Traveller_015","14","Attraction2","1562.6948","1682.6948","120.0","f39c12ff"
"Traveller_007","6","Waiting","1571.0282","3444.3615","1873.3333","2ecc71ff"
"Traveller_004","3","Waiting","1579.3615","1579.3615","0.0","2ecc71ff"
"Traveller_004","3","Attraction3","1579.3615","1699.3615","120.0","f39c12ff"
"Traveller_012","11","Travelling","1636.0282","1676.0282","40.0","3498dbff"
"Traveller_006","5","Attraction","1636.0282","1936.0282","300.0","f39c12ff"
"Traveller_017","16","Travelling","1639.3615","1662.6948","23.3333","3498dbff"
"Traveller_013","12","Attraction2","1639.3615","1759.3615","120.0","f39c12ff"
"Traveller_017","16","Waiting","1662.6948","3527.6948","1865.0","2ecc71ff"
"Traveller_012","11","Waiting","1676.0282","1676.0282","0.0","2ecc71ff"
"Traveller_012","11","Attraction3","1676.0282","1796.0282","120.0","f39c12ff"
"Traveller_015","14","Travelling","1682.6948","1702.6948","20.0","3498dbff"
"Traveller_001","0","Attraction2","1682.6948","1802.6948","120.0","f39c12ff"
"Traveller_015","14","Waiting","1702.6948","3746.0282","2043.3333","2ecc71ff"
"Traveller_016","15","Travelling","1719.3615","1759.3615","40.0","3498dbff"
"Traveller_011","10","Attraction","1719.3615","2019.3615","300.0","f39c12ff"
"Traveller_016","15","Waiting","1759.3615","1759.3615","0.0","2ecc71ff"
"Traveller_016","15","Attraction3","1759.3615","1879.3615","120.0","f39c12ff"
"Traveller_013","12","Travelling","1759.3615","1779.3615","20.0","3498dbff"
"Traveller_013","12","Waiting","1779.3615","3829.3615","2050.0","2ecc71ff"
"Traveller_012","11","Travelling","1796.0282","1812.6948","16.6667","3498dbff"
"Traveller_012","11","Waiting","1812.6948","1812.6948","0.0","2ecc71ff"
"Traveller_012","11","Attraction2","1812.6948","1932.6948","120.0","f39c12ff"
"Traveller_016","15","Travelling","1879.3615","1896.0282","16.6667","3498dbff"
"Traveller_016","15","Waiting","1896.0282","1896.0282","0.0","2ecc71ff"
"Traveller_016","15","Attraction2","1896.0282","2016.0282","120.0","f39c12ff"
"Traveller_012","11","Travelling","1932.6948","1956.0282","23.3333","3498dbff"
"Traveller_006","5","Travelling","1936.0282","1976.0282","40.0","3498dbff"
"Traveller_020","19","Attraction","1936.0282","2237.6948","301.6667","f39c12ff"
"Traveller_012","11","Waiting","1956.0282","4047.6948","2091.6667","2ecc71ff"
"Traveller_006","5","Waiting","1976.0282","1976.0282","0.0","2ecc71ff"
"Traveller_006","5","Attraction3","1976.0282","2097.6948","121.6667","f39c12ff"
"Traveller_021","20","Travelling","2001.0282","2032.6948","31.6667","3498dbff"
"Traveller_016","15","Travelling","2016.0282","2039.3615","23.3333","3498dbff"
"Traveller_011","10","Travelling","2019.3615","2059.3615","40.0","3498dbff"
"Traveller_005","4","Attraction","2019.3615","2321.0282","301.6667","f39c12ff"
"Traveller_021","20","Waiting","2032.6948","2032.6948","0.0","2ecc71ff"
"Traveller_021","20","Attraction2","2032.6948","2154.3615","121.6667","f39c12ff"
"Traveller_016","15","Waiting","2039.3615","4131.0282","2091.6667","2ecc71ff"
"Traveller_011","10","Waiting","2059.3615","2059.3615","0.0","2ecc71ff"
"Traveller_011","10","Attraction3","2059.3615","2181.0282","121.6667","f39c12ff"
"Traveller_006","5","Travelling","2097.6948","2114.3615","16.6667","3498dbff"
"Traveller_006","5","Waiting","2114.3615","2114.3615","0.0","2ecc71ff"
"Traveller_006","5","Attraction2","2114.3615","2236.0282","121.6667","f39c12ff"
"Traveller_021","20","Travelling","2154.3615","2177.6948","23.3333","3498dbff"
"Traveller_021","20","Waiting","2177.6948","4347.6948","2170.0","2ecc71ff"
"Traveller_011","10","Travelling","2181.0282","2197.6948","16.6667","3498dbff"
"Traveller_011","10","Waiting","2197.6948","2197.6948","0.0","2ecc71ff"
"Traveller_011","10","Attraction2","2197.6948","2319.3615","121.6667","f39c12ff"
"Traveller_020","19","Travelling","2237.6948","2274.3615","36.6667","3498dbff"
"Traveller_008","7","Attraction","2237.6948","2539.3615","301.6667","f39c12ff"
"Traveller_020","19","Waiting","2274.3615","2274.3615","0.0","2ecc71ff"
"Traveller_020","19","Attraction3","2274.3615","2396.0282","121.6667","f39c12ff"
"Traveller_005","4","Travelling","2321.0282","2361.0282","40.0","3498dbff"
"Traveller_002","1","Attraction","2321.0282","2622.6948","301.6667","f39c12ff"
"Traveller_005","4","Waiting","2361.0282","2361.0282","0.0","2ecc71ff"
"Traveller_005","4","Attraction3","2361.0282","2482.6948","121.6667","f39c12ff"
"Traveller_020","19","Travelling","2396.0282","2412.6948","16.6667","3498dbff"
"Traveller_020","19","Waiting","2412.6948","2412.6948","0.0","2ecc71ff"
"Traveller_020","19","Attraction2","2412.6948","2534.3615","121.6667","f39c12ff"
"Traveller_020","19","Travelling","2534.3615","2557.6948","23.3333","3498dbff"
"Traveller_008","7","Travelling","2539.3615","2564.3615","25.0","3498dbff"
"Traveller_014","13","Attraction","2539.3615","2841.0282","301.6667","f39c12ff"
"Traveller_020","19","Waiting","2557.6948","4431.0282","1873.3333","2ecc71ff"
"Traveller_008","7","Waiting","2564.3615","2564.3615","0.0","2ecc71ff"
"Traveller_008","7","Attraction2","2564.3615","2686.0282","121.6667","f39c12ff"
"Traveller_002","1","Travelling","2622.6948","2661.0282","38.3333","3498dbff"
"Traveller_009","8","Attraction","2622.6948","2924.3615","301.6667","f39c12ff"
"Traveller_002","1","Waiting","2661.0282","2661.0282","0.0","2ecc71ff"
"Traveller_002","1","Attraction3","2661.0282","2782.6948","121.6667","f39c12ff"
"Traveller_014","13","Travelling","2841.0282","2866.0282","25.0","3498dbff"
"Traveller_003","2","Attraction","2841.0282","3142.6948","301.6667","f39c12ff"
"Traveller_014","13","Waiting","2866.0282","2866.0282","0.0","2ecc71ff"
"Traveller_014","13","Attraction2","2866.0282","2987.6948","121.6667","f39c12ff"
"Traveller_009","8","Travelling","2924.3615","2964.3615","40.0","3498dbff"
"Traveller_018","17","Attraction","2924.3615","3226.0282","301.6667","f39c12ff"
"Traveller_009","8","Waiting","2964.3615","2964.3615","0.0","2ecc71ff"
"Traveller_009","8","Attraction3","2964.3615","3086.0282","121.6667","f39c12ff"
"Traveller_022","21","Travelling","3001.0282","3016.0282","15.0","3498dbff"
"Traveller_022","21","Waiting","3016.0282","3016.0282","0.0","2ecc71ff"
"Traveller_022","21","Attraction3","3016.0282","3137.6948","121.6667","f39c12ff"
"Traveller_022","21","Travelling","3137.6948","3157.6948","20.0","3498dbff"
"Traveller_010","9","Attraction","3142.6948","3444.3615","301.6667","f39c12ff"
"Traveller_022","21","Waiting","3157.6948","3157.6948","0.0","2ecc71ff"
"Traveller_022","21","Attraction2","3157.6948","3279.3615","121.6667","f39c12ff"
"Traveller_018","17","Travelling","3226.0282","3264.3615","38.3333","3498dbff"
"Traveller_019","18","Attraction","3226.0282","3527.6948","301.6667","f39c12ff"
"Traveller_018","17","Waiting","3264.3615","3264.3615","0.0","2ecc71ff"
"Traveller_018","17","Attraction3","3264.3615","3386.0282","121.6667","f39c12ff"
"Traveller_022","21","Travelling","3279.3615","3296.0282","16.6667","3498dbff"
"Traveller_022","21","Waiting","3296.0282","3296.0282","0.0","2ecc71ff"
"Traveller_022","21","Attraction3","3296.0282","3417.6948","121.6667","f39c12ff"
"Traveller_022","21","Travelling","3417.6948","3434.3615","16.6667","3498dbff"
"Traveller_022","21","Waiting","3434.3615","3434.3615","0.0","2ecc71ff"
"Traveller_022","21","Attraction2","3434.3615","3556.0282","121.6667","f39c12ff"
"Traveller_010","9","Travelling","3444.3615","3469.3615","25.0","3498dbff"
"Traveller_007","6","Attraction","3444.3615","3746.0282","301.6667","f39c12ff"
"Traveller_010","9","Waiting","3469.3615","3469.3615","0.0","2ecc71ff"
"Traveller_010","9","Attraction2","3469.3615","3591.0282","121.6667","f39c12ff"
"Traveller_019","18","Travelling","3527.6948","3551.0282","23.3333","3498dbff"
"Traveller_017","16","Attraction","3527.6948","3829.3615","301.6667","f39c12ff"
"Traveller_019","18","Waiting","3551.0282","3556.0282","5.0","2ecc71ff"
"Traveller_022","21","Travelling","3556.0282","3572.6948","16.6667","3498dbff"
"Traveller_019","18","Attraction2","3556.0282","3677.6948","121.6667","f39c12ff"
"Traveller_022","21","Waiting","3572.6948","3572.6948","0.0","2ecc71ff"
"Traveller_022","21","Attraction3","3572.6948","3694.3615","121.6667","f39c12ff"
"Traveller_019","18","Travelling","3677.6948","3697.6948","20.0","3498dbff"
"Traveller_019","18","Waiting","3697.6948","4647.6948","950.0","2ecc71ff"
"Traveller_015","14","Attraction","3746.0282","4047.6948","301.6667","f39c12ff"
"Traveller_017","16","Travelling","3829.3615","3869.3615","40.0","3498dbff"
"Traveller_013","12","Attraction","3829.3615","4131.0282","301.6667","f39c12ff"
"Traveller_017","16","Waiting","3869.3615","3869.3615","0.0","2ecc71ff"
"Traveller_017","16","Attraction3","3869.3615","3991.0282","121.6667","f39c12ff"
"Traveller_023","22","Travelling","4001.0282","4026.0282","25.0","3498dbff"
"Traveller_023","22","Waiting","4026.0282","4731.0282","705.0","2ecc71ff"
"Traveller_015","14","Travelling","4047.6948","4087.6948","40.0","3498dbff"
"Traveller_012","11","Attraction","4047.6948","4347.6948","300.0","f39c12ff"
"Traveller_015","14","Waiting","4087.6948","4087.6948","0.0","2ecc71ff"
"Traveller_015","14","Attraction3","4087.6948","4207.6948","120.0","f39c12ff"
"Traveller_013","12","Travelling","4131.0282","4171.0282","40.0","3498dbff"
"Traveller_016","15","Attraction","4131.0282","4431.0282","300.0","f39c12ff"
"Traveller_013","12","Waiting","4171.0282","4171.0282","0.0","2ecc71ff"
"Traveller_013","12","Attraction3","4171.0282","4291.0282","120.0","f39c12ff"
"Traveller_021","20","Attraction","4347.6948","4647.6948","300.0","f39c12ff"
"Traveller_020","19","Attraction","4431.0282","4731.0282","300.0","f39c12ff"
"Traveller_021","20","Travelling","4647.6948","4672.6948","25.0","3498dbff"
"Traveller_019","18","Attraction","4647.6948","4947.6948","300.0","f39c12ff"
"Traveller_021","20","Waiting","4672.6948","4672.6948","0.0","2ecc71ff"
"Traveller_021","20","Attraction2","4672.6948","4792.6948","120.0","f39c12ff"
"Traveller_020","19","Travelling","4731.0282","4771.0282","40.0","3498dbff"
"Traveller_023","22","Attraction","4731.0282","5031.0282","300.0","f39c12ff"
"Traveller_020","19","Waiting","4771.0282","4771.0282","0.0","2ecc71ff"
"Traveller_020","19","Attraction3","4771.0282","4891.0282","120.0","f39c12ff"
"Traveller_021","20","Travelling","4792.6948","4812.6948","20.0","3498dbff"
"Traveller_021","20","Waiting","4812.6948","4947.6948","135.0","2ecc71ff"
"Traveller_021","20","Attraction","4947.6948","5247.6948","300.0","f39c12ff"
"Traveller_024","23","Travelling","5001.0282","5016.0282","15.0","3498dbff"
"Traveller_024","23","Waiting","5016.0282","5016.0282","0.0","2ecc71ff"
"Traveller_024","23","Attraction3","5016.0282","5136.0282","120.0","f39c12ff"
"Traveller_023","22","Travelling","5031.0282","5067.6948","36.6667","3498dbff"
"Traveller_023","22","Waiting","5067.6948","5067.6948","0.0","2ecc71ff"
"Traveller_023","22","Attraction3","5067.6948","5187.6948","120.0","f39c12ff"
"Traveller_024","23","Travelling","5136.0282","5172.6948","36.6667","3498dbff"
"Traveller_024","23","Waiting","5172.6948","5172.6948","0.0","2ecc71ff"
"Traveller_024","23","Attraction","5172.6948","5472.6948","300.0","f39c12ff"
"Traveller_023","22","Travelling","5187.6948","5222.6948","35.0","3498dbff"
"Traveller_023","22","Waiting","5222.6948","5247.6948","25.0","2ecc71ff"
"Traveller_021","20","Travelling","5247.6948","5271.0282","23.3333","3498dbff"
"Traveller_023","22","Attraction","5247.6948","5547.6948","300.0","f39c12ff"
"Traveller_021","20","Waiting","5271.0282","5271.0282","0.0","2ecc71ff"
"Traveller_021","20","Attraction2","5271.0282","5391.0282","120.0","f39c12ff"
"Traveller_024","23","Travelling","5472.6948","5511.0282","38.3333","3498dbff"
"Traveller_024","23","Waiting","5511.0282","5511.0282","0.0","2ecc71ff"
"Traveller_024","23","Attraction3","5511.0282","5631.0282","120.0","f39c12ff"
"Traveller_023","22","Travelling","5547.6948","5586.0282","38.3333","3498dbff"
"Traveller_023","22","Waiting","5586.0282","5586.0282","0.0","2ecc71ff"
"Traveller_023","22","Attraction3","5586.0282","5706.0282","120.0","f39c12ff"
"Traveller_024","23","Travelling","5631.0282","5647.6948","16.6667","3498dbff"
"Traveller_024","23","Waiting","5647.6948","5647.6948","0.0","2ecc71ff"
"Traveller_024","23","Attraction2","5647.6948","5767.6948","120.0","f39c12ff"
"Traveller_023","22","Travelling","5706.0282","5741.0282","35.0","3498dbff"
"Traveller_023","22","Waiting","5741.0282","5741.0282","0.0","2ecc71ff"
"Traveller_023","22","Attraction","5741.0282","6041.0282","300.0","f39c12ff"
