"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_004","4","Attraction2","1000.5811","1120.5811","120.0","f39c12ff"
"Traveller_001","0","Waiting","927.2478","1120.5811","193.3333","2ecc71ff"
"Traveller_009","8","Waiting","927.2478","1120.5811","193.3333","2ecc71ff"
"Traveller_004","4","Travelling","1120.5811","1143.9144","23.3333","3498dbff"
"Traveller_001","0","Attraction3","1032.2478","1152.2478","120.0","f39c12ff"
"Traveller_006","6","Attraction3","1032.2478","1152.2478","120.0","f39c12ff"
"Traveller_001","0","Waiting","897.2478","1152.2478","255.0","2ecc71ff"
"Traveller_005","2","Waiting","897.2478","1152.2478","255.0","2ecc71ff"
"Traveller_006","6","Travelling","1152.2478","1187.2478","35.0","3498dbff"
"Traveller_001","0","Attraction","900.5811","1200.5811","300.0","f39c12ff"
"Traveller_003","3","Attraction","900.5811","1200.5811","300.0","f39c12ff"
"Traveller_001","0","Waiting","658.9164","1200.5811","541.6647","2ecc71ff"
"Traveller_002","1","Waiting","658.9164","1200.5811","541.6647","2ecc71ff"
"Traveller_003","3","Travelling","1200.5811","1225.5811","25.0","3498dbff"
"Traveller_001","0","Attraction2","1120.5811","1240.5811","120.0","f39c12ff"
"Traveller_009","8","Attraction2","1120.5811","1240.5811","120.0","f39c12ff"
"Traveller_001","0","Waiting","1062.2478","1240.5811","178.3333","2ecc71ff"
"Traveller_012","11","Waiting","1062.2478","1240.5811","178.3333","2ecc71ff"
"Traveller_009","8","Travelling","1240.5811","1260.5811","20.0","3498dbff"
"Traveller_001","0","Attraction3","1152.2478","1272.2478","120.0","f39c12ff"
"Traveller_005","2","Attraction3","1152.2478","1272.2478","120.0","f39c12ff"
"Traveller_001","0","Waiting","1020.5811","1272.2478","251.6667","2ecc71ff"
"Traveller_001","0","Waiting","1020.5811","1272.2478","251.6667","2ecc71ff"
"Traveller_005","2","Travelling","1272.2478","1290.5811","18.3333","3498dbff"
"Traveller_001","0","Attraction2","1240.5811","1360.5811","120.0","f39c12ff"
"Traveller_012","11","Attraction2","1240.5811","1360.5811","120.0","f39c12ff"
"Traveller_001","0","Waiting","1225.5811","1360.5811","135.0","2ecc71ff"
"Traveller_003","3","Waiting","1225.5811","1360.5811","135.0","2ecc71ff"
"Traveller_012","11","Travelling","1360.5811","1380.5811","20.0","3498dbff"
"Traveller_001","0","Attraction3","1272.2478","1392.2478","120.0","f39c12ff"
"Traveller_001","0","Attraction3","1272.2478","1392.2478","120.0","f39c12ff"
"Traveller_001","0","Travelling","1392.2478","1410.5811","18.3333","3498dbff"
"Traveller_001","0","Attraction2","1360.5811","1480.5811","120.0","f39c12ff"
"Traveller_003","3","Attraction2","1360.5811","1480.5811","120.0","f39c12ff"
"Traveller_001","0","Waiting","1290.5811","1480.5811","190.0","2ecc71ff"
"Traveller_005","2","Waiting","1290.5811","1480.5811","190.0","2ecc71ff"
"Traveller_003","3","Travelling","1480.5811","1500.5811","20.0","3498dbff"
"Traveller_001","0","Attraction","1200.5811","1500.5811","300.0","f39c12ff"
"Traveller_002","1","Attraction","1200.5811","1500.5811","300.0","f39c12ff"
"Traveller_001","0","Waiting","777.2478","1500.5811","723.3333","2ecc71ff"
"Traveller_011","10","Waiting","777.2478","1500.5811","723.3333","2ecc71ff"
"Traveller_002","1","Travelling","1500.5811","1540.5796","39.9985","3498dbff"
"Traveller_001","0","Attraction2","1480.5811","1602.2438","121.6627","f39c12ff"
"Traveller_005","2","Attraction2","1480.5811","1602.2438","121.6627","f39c12ff"
"Traveller_001","0","Waiting","1410.5811","1602.2438","191.6627","2ecc71ff"
"Traveller_001","0","Waiting","1410.5811","1602.2438","191.6627","2ecc71ff"
"Traveller_005","2","Travelling","1602.2438","1620.5764","18.3326","3498dbff"
"Traveller_001","0","Attraction3","1500.5811","1622.243","121.6619","f39c12ff"
"Traveller_003","3","Attraction3","1500.5811","1622.243","121.6619","f39c12ff"
"Traveller_001","0","Waiting","1540.5796","1622.243","81.6634","2ecc71ff"
"Traveller_002","1","Waiting","1540.5796","1622.243","81.6634","2ecc71ff"
"Traveller_003","3","Travelling","1622.243","1657.2416","34.9986","3498dbff"
"Traveller_001","0","Attraction2","1602.2438","1723.9056","121.6618","f39c12ff"
"Traveller_001","0","Attraction2","1602.2438","1723.9056","121.6618","f39c12ff"
"Traveller_001","0","Attraction3","1622.243","1743.9048","121.6618","f39c12ff"
"Traveller_002","1","Attraction3","1622.243","1743.9048","121.6618","f39c12ff"
"Traveller_001","0","Waiting","1620.5764","1743.9048","123.3284","2ecc71ff"
"Traveller_005","2","Waiting","1620.5764","1743.9048","123.3284","2ecc71ff"
"Traveller_002","1","Travelling","1743.9048","1762.2374","18.3326","3498dbff"
"Traveller_001","0","Attraction","1500.5811","1802.2358","301.6547","f39c12ff"
"Traveller_011","10","Attraction","1500.5811","1802.2358","301.6547","f39c12ff"
"Traveller_001","0","Waiting","823.9144","1802.2358","978.3214","2ecc71ff"
"Traveller_008","7","Waiting","823.9144","1802.2358","978.3214","2ecc71ff"
"Traveller_011","10","Travelling","1802.2358","1842.2342","39.9984","3498dbff"
"Traveller_001","0","Attraction3","1743.9048","1865.5666","121.6618","f39c12ff"
"Traveller_005","2","Attraction3","1743.9048","1865.5666","121.6618","f39c12ff"
"Traveller_001","0","Waiting","1842.2342","1865.5666","23.3324","2ecc71ff"
"Traveller_011","10","Waiting","1842.2342","1865.5666","23.3324","2ecc71ff"
"Traveller_001","0","Attraction2","1762.2374","1883.8992","121.6618","f39c12ff"
"Traveller_002","1","Attraction2","1762.2374","1883.8992","121.6618","f39c12ff"
"Traveller_001","0","Attraction3","1865.5666","1987.2284","121.6618","f39c12ff"
"Traveller_011","10","Attraction3","1865.5666","1987.2284","121.6618","f39c12ff"
"Traveller_011","10","Travelling","1987.2284","2022.227","34.9986","3498dbff"
"Traveller_013","12","Travelling","2000.5612","2022.227","21.6658","3498dbff"
"Traveller_001","0","Attraction","1802.2358","2103.8904","301.6546","f39c12ff"
"Traveller_008","7","Attraction","1802.2358","2103.8904","301.6546","f39c12ff"
"Traveller_001","0","Waiting","945.5811","2103.8904","1158.3093","2ecc71ff"
"Traveller_010","9","Waiting","945.5811","2103.8904","1158.3093","2ecc71ff"
