"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_014","13","Attraction3","1307.1333","1427.1333","120.0","f39c12ff"
"Traveller_016","15","Waiting","1328.8","1808.8","480.0","2ecc71ff"
"Traveller_007","6","Travelling","1328.8","1812.1333","483.3333","3498dbff"
"Traveller_007","6","Travelling","1328.8","1352.1333","23.3333","3498dbff"
"Traveller_010","9","Attraction2","1328.8","1448.8","120.0","f39c12ff"
"Traveller_007","6","Waiting","1352.1333","1812.1333","460.0","2ecc71ff"
"Traveller_014","13","Travelling","1427.1333","1812.1333","385.0","3498dbff"
"Traveller_014","13","Travelling","1427.1333","1445.4667","18.3333","3498dbff"
"Traveller_001","0","Attraction3","1427.1333","1547.1333","120.0","f39c12ff"
"Traveller_014","13","Waiting","1445.4667","1812.1333","366.6667","2ecc71ff"
"Traveller_010","9","Travelling","1448.8","1812.1333","363.3333","3498dbff"
"Traveller_010","9","Travelling","1448.8","1467.1333","18.3333","3498dbff"
"Traveller_018","17","Attraction2","1448.8","1568.8","120.0","f39c12ff"
"Traveller_010","9","Waiting","1467.1333","1812.1333","345.0","2ecc71ff"
"Traveller_001","0","Travelling","1547.1333","1812.1333","265.0","3498dbff"
"Traveller_001","0","Travelling","1547.1333","1565.4667","18.3333","3498dbff"
"Traveller_008","7","Attraction3","1547.1333","1667.1333","120.0","f39c12ff"
"Traveller_013","12","Travelling","1563.8","1812.1333","248.3333","3498dbff"
"Traveller_013","12","Travelling","1563.8","1590.4667","26.6667","3498dbff"
"Traveller_003","2","Attraction","1563.8","1812.1333","248.3333","f39c12ff"
"Traveller_001","0","Waiting","1565.4667","1812.1333","246.6667","2ecc71ff"
"Traveller_018","17","Travelling","1568.8","1812.1333","243.3333","3498dbff"
"Traveller_018","17","Travelling","1568.8","1587.1333","18.3333","3498dbff"
"Traveller_011","10","Attraction2","1568.8","1688.8","120.0","f39c12ff"
"Traveller_018","17","Waiting","1587.1333","1812.1333","225.0","2ecc71ff"
"Traveller_013","12","Waiting","1590.4667","1812.1333","221.6667","2ecc71ff"
"Traveller_008","7","Travelling","1667.1333","1812.1333","145.0","3498dbff"
"Traveller_008","7","Travelling","1667.1333","1685.4667","18.3333","3498dbff"
"Traveller_002","1","Attraction3","1667.1333","1787.1333","120.0","f39c12ff"
"Traveller_008","7","Waiting","1685.4667","1812.1333","126.6667","2ecc71ff"
"Traveller_011","10","Travelling","1688.8","1812.1333","123.3333","3498dbff"
"Traveller_011","10","Travelling","1688.8","1707.1333","18.3333","3498dbff"
"Traveller_015","14","Attraction2","1688.8","1808.8","120.0","f39c12ff"
"Traveller_011","10","Waiting","1707.1333","1812.1333","105.0","2ecc71ff"
"Traveller_002","1","Travelling","1787.1333","1812.1333","25.0","3498dbff"
"Traveller_002","1","Travelling","1787.1333","1805.4667","18.3333","3498dbff"
"Traveller_012","11","Attraction3","1787.1333","1812.1333","25.0","f39c12ff"
"Traveller_002","1","Waiting","1805.4667","1812.1333","6.6667","2ecc71ff"
"Traveller_015","14","Travelling","1808.8","1812.1333","3.3333","3498dbff"
"Traveller_015","14","Travelling","1808.8","1812.1333","3.3333","3498dbff"
"Traveller_016","15","Attraction2","1808.8","1812.1333","3.3333","f39c12ff"
