"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_001","0","Travelling","1002.7027","1236.636","233.9333","3498dbff"
"Traveller_001","0","Attraction2","1236.636","1358.986","122.35","2ecc71ff"
"Traveller_001","0","Travelling","1358.986","1515.986","157.0","3498dbff"
"Traveller_001","0","Attraction","1515.986","1636.0194","120.0333","2ecc71ff"
"Traveller_001","0","Travelling","1636.0194","1698.8527","62.8333","3498dbff"
"Traveller_001","0","Attraction3","1698.8527","1819.1027","120.25","2ecc71ff"
"Traveller_001","0","Travelling","1819.1027","1834.2694","15.1667","3498dbff"
"Traveller_001","0","Attraction2","1834.2694","1954.5194","120.25","2ecc71ff"
"Traveller_001","0","Travelling","1954.5194","2007.6027","53.0833","3498dbff"
"Traveller_002","1","Travelling","2000.0194","2054.186","54.1667","3498dbff"
"Traveller_001","0","Attraction","2007.6027","2127.8527","120.25","2ecc71ff"
"Traveller_002","1","Attraction2","2054.186","2174.436","120.25","2ecc71ff"
"Traveller_001","0","Travelling","2127.8527","2190.686","62.8333","3498dbff"
"Traveller_002","1","Travelling","2174.436","2227.5194","53.0833","3498dbff"
"Traveller_001","0","Attraction3","2190.686","2310.933","120.247","2ecc71ff"
"Traveller_002","1","Attraction","2227.5194","2347.7649","120.2455","2ecc71ff"
"Traveller_001","0","Travelling","2310.933","2372.6806","61.7475","3498dbff"
"Traveller_002","1","Travelling","2347.7649","2410.5957","62.8308","3498dbff"
"Traveller_001","0","Attraction","2372.6806","2492.9257","120.2452","2ecc71ff"
"Traveller_002","1","Attraction3","2410.5957","2530.8409","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","2492.9257","2544.9237","51.9979","3498dbff"
"Traveller_002","1","Travelling","2530.8409","2544.9237","14.0828","3498dbff"
"Traveller_001","0","Attraction2","2544.9237","2665.1689","120.2452","2ecc71ff"
"Traveller_002","1","Attraction2","2544.9237","2665.1689","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","2665.1689","2682.5015","17.3326","3498dbff"
"Traveller_002","1","Travelling","2665.1689","2718.2501","53.0812","3498dbff"
"Traveller_001","0","Attraction3","2682.5015","2802.7467","120.2452","2ecc71ff"
"Traveller_002","1","Attraction","2718.2501","2838.4953","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","2802.7467","2865.5775","62.8308","3498dbff"
"Traveller_002","1","Travelling","2838.4953","2901.3261","62.8308","3498dbff"
"Traveller_001","0","Attraction","2865.5775","2985.8227","120.2452","2ecc71ff"
"Traveller_002","1","Attraction3","2901.3261","3021.5713","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","2985.8227","3037.8206","51.9979","3498dbff"
"Traveller_003","2","Travelling","3000.9888","3055.1533","54.1645","3498dbff"
"Traveller_002","1","Travelling","3021.5713","3083.3188","61.7475","3498dbff"
"Traveller_001","0","Attraction2","3037.8206","3158.0658","120.2452","2ecc71ff"
"Traveller_003","2","Attraction2","3055.1533","3175.3984","120.2452","2ecc71ff"
"Traveller_002","1","Attraction","3083.3188","3203.564","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","3158.0658","3211.147","53.0812","3498dbff"
"Traveller_003","2","Travelling","3175.3984","3231.7295","56.3311","3498dbff"
"Traveller_002","1","Travelling","3203.564","3255.5619","51.9979","3498dbff"
"Traveller_001","0","Attraction","3211.147","3331.3922","120.2452","2ecc71ff"
"Traveller_003","2","Attraction","3231.7295","3351.9747","120.2452","2ecc71ff"
"Traveller_002","1","Attraction2","3255.5619","3375.8071","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","3331.3922","3405.0559","73.6637","3498dbff"
"Traveller_003","2","Travelling","3351.9747","3419.1387","67.164","3498dbff"
"Traveller_002","1","Travelling","3375.8071","3432.1382","56.3311","3498dbff"
"Traveller_001","0","Attraction2","3405.0559","3525.3011","120.2452","2ecc71ff"
"Traveller_003","2","Attraction3","3419.1387","3539.3839","120.2452","2ecc71ff"
"Traveller_002","1","Attraction","3432.1382","3552.3834","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","3525.3011","3576.2157","50.9146","3498dbff"
"Traveller_002","1","Travelling","3552.3834","3604.3813","51.9979","3498dbff"
"Traveller_003","2","Travelling","3539.3839","3604.3813","64.9974","3498dbff"
"Traveller_001","0","Attraction","3576.2157","3696.4609","120.2452","2ecc71ff"
"Traveller_002","1","Attraction2","3604.3813","3724.6265","120.2452","2ecc71ff"
"Traveller_003","2","Attraction","3604.3813","3724.6265","120.2452","2ecc71ff"
"Traveller_001","0","Travelling","3696.4609","3748.4589","51.9979","3498dbff"
"Traveller_002","1","Travelling","3724.6265","3777.7077","53.0812","3498dbff"
"Traveller_003","2","Travelling","3724.6265","3783.1241","58.4977","3498dbff"
"Traveller_001","0","Attraction2","3748.4589","3868.704","120.2452","2ecc71ff"
"Traveller_002","1","Attraction","3777.7077","3897.9529","120.2452","2ecc71ff"
"Traveller_003","2","Attraction2","3783.1241","3903.3693","120.2452","2ecc71ff"
"Traveller_003","2","Travelling","3903.3693","3919.6187","16.2494","3498dbff"
"Traveller_001","0","Travelling","3868.704","3920.702","51.9979","3498dbff"
"Traveller_002","1","Travelling","3897.9529","3971.6166","73.6637","3498dbff"
"Traveller_003","2","Attraction3","3919.6187","4039.8639","120.2452","2ecc71ff"
"Traveller_001","0","Attraction","3920.702","4040.9472","120.2452","2ecc71ff"
"Traveller_002","1","Attraction3","3971.6166","4091.8618","120.2452","2ecc71ff"
"Traveller_004","3","Travelling","4000.8654","4104.8613","103.9958","3498dbff"
"Traveller_001","0","Travelling","4040.9472","4105.9446","64.9974","3498dbff"
"Traveller_003","2","Travelling","4039.8639","4110.2777","70.4138","3498dbff"
"Traveller_002","1","Travelling","4091.8618","4157.9425","66.0807","3498dbff"
"Traveller_004","3","Attraction","4104.8613","4225.1065","120.2452","2ecc71ff"
"Traveller_001","0","Attraction3","4105.9446","4226.1897","120.2452","2ecc71ff"
"Traveller_003","2","Attraction","4110.2777","4230.5229","120.2452","2ecc71ff"
"Traveller_002","1","Attraction","4157.9425","4278.1877","120.2452","2ecc71ff"
"Traveller_003","2","Travelling","4230.5229","4295.5203","64.9974","3498dbff"
"Traveller_004","3","Travelling","4225.1065","4311.7697","86.6632","3498dbff"
"Traveller_001","0","Travelling","4226.1897","4312.8529","86.6632","3498dbff"
"Traveller_002","1","Travelling","4278.1877","4350.7681","72.5804","3498dbff"
"Traveller_003","2","Attraction3","4295.5203","4415.7655","120.2452","2ecc71ff"
"Traveller_004","3","Attraction3","4311.7697","4432.0148","120.2452","2ecc71ff"
"Traveller_001","0","Attraction","4312.8529","4433.0981","120.2452","2ecc71ff"
"Traveller_004","3","Travelling","4432.0148","4446.0976","14.0828","3498dbff"
"Traveller_002","1","Attraction3","4350.7681","4471.0133","120.2452","2ecc71ff"
"Traveller_003","2","Travelling","4415.7655","4489.4292","73.6637","3498dbff"
"Traveller_002","1","Travelling","4471.0133","4490.5125","19.4992","3498dbff"
"Traveller_001","0","Travelling","4433.0981","4495.929","62.8308","3498dbff"
"Traveller_004","3","Attraction2","4446.0976","4566.3428","120.2452","2ecc71ff"
"Traveller_003","2","Attraction","4489.4292","4609.6744","120.2452","2ecc71ff"
"Traveller_002","1","Attraction2","4490.5125","4610.7577","120.2452","2ecc71ff"
"Traveller_001","0","Attraction3","4495.929","4616.1741","120.2452","2ecc71ff"
"Traveller_004","3","Travelling","4566.3428","4622.6739","56.3311","3498dbff"
"Traveller_001","0","Travelling","4616.1741","4630.2569","14.0828","3498dbff"
"Traveller_003","2","Travelling","4609.6744","4666.0055","56.3311","3498dbff"
"Traveller_002","1","Travelling","4610.7577","4669.2554","58.4977","3498dbff"
