"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_028","0","Travelling","1052.4","2280.2","1227.8","3498dbff"
"Traveller_029","1","Travelling","2060.95","3902.65","1841.7","3498dbff"
"Traveller_028","0","Travelling","1052.4","2280.2","1227.8","3498dbff"
"Traveller_028","0","Waiting","2280.2","2280.2","0.0","2ecc71ff"
"Traveller_028","0","Attraction2","2280.2","3288.75","1008.55","f39c12ff"
"Traveller_030","2","Travelling","3025.65","4955.05","1929.4","3498dbff"
"Traveller_028","0","Attraction2","2280.2","3288.75","1008.55","f39c12ff"
"Traveller_028","0","Travelling","3288.75","3814.95","526.2","3498dbff"
"Traveller_028","0","Travelling","3288.75","3814.95","526.2","3498dbff"
"Traveller_028","0","Waiting","3814.95","3814.95","0.0","2ecc71ff"
"Traveller_028","0","Attraction3","3814.95","4823.5","1008.55","f39c12ff"
"Traveller_029","1","Travelling","2060.95","3902.65","1841.7","3498dbff"
"Traveller_029","1","Waiting","3902.65","3902.65","0.0","2ecc71ff"
"Traveller_029","1","Attraction","3902.65","4911.2","1008.55","f39c12ff"
"Traveller_031","3","Travelling","4034.2","4648.1","613.9","3498dbff"
"Traveller_031","3","Travelling","4034.2","4648.1","613.9","3498dbff"
"Traveller_031","3","Waiting","4648.1","4823.5","175.4","2ecc71ff"
"Traveller_028","0","Attraction3","3814.95","4823.5","1008.55","f39c12ff"
"Traveller_028","0","Travelling","4823.5","6270.55","1447.05","3498dbff"
"Traveller_031","3","Waiting","4648.1","4823.5","175.4","2ecc71ff"
"Traveller_031","3","Attraction3","4823.5","5832.05","1008.55","f39c12ff"
"Traveller_029","1","Attraction","3902.65","4911.2","1008.55","f39c12ff"
"Traveller_029","1","Travelling","4911.2","5963.6","1052.4","3498dbff"
"Traveller_030","2","Travelling","3025.65","4955.05","1929.4","3498dbff"
"Traveller_030","2","Waiting","4955.05","4955.05","0.0","2ecc71ff"
"Traveller_030","2","Attraction2","4955.05","5963.6","1008.55","f39c12ff"
"Traveller_032","4","Travelling","5042.75","6972.15","1929.4","3498dbff"
"Traveller_031","3","Attraction3","4823.5","5832.05","1008.55","f39c12ff"
"Traveller_031","3","Travelling","5832.05","6489.8","657.75","3498dbff"
"Traveller_029","1","Travelling","4911.2","5963.6","1052.4","3498dbff"
"Traveller_029","1","Waiting","5963.6","5963.6","0.0","2ecc71ff"
