"row_key","row_index","label","start","end","duration","color_rgba"
"Traveller_012","12","Travelling","1189.1904","1209.1904","20.0","3498dbff"
"Traveller_011","9","Travelling","1177.5237","1212.5237","35.0","3498dbff"
"Traveller_002","0","Attraction2","1129.1904","1249.1904","120.0","f39c12ff"
"Traveller_008","6","Attraction2","1129.1904","1249.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1090.8571","1249.1904","158.3333","2ecc71ff"
"Traveller_013","11","Waiting","1090.8571","1249.1904","158.3333","2ecc71ff"
"Traveller_008","6","Travelling","1249.1904","1272.5237","23.3333","3498dbff"
"Traveller_002","0","Attraction3","1189.1904","1309.1904","120.0","f39c12ff"
"Traveller_018","15","Attraction3","1189.1904","1309.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","477.434","1309.1904","831.7564","2ecc71ff"
"Traveller_017","17","Waiting","477.434","1309.1904","831.7564","2ecc71ff"
"Traveller_018","15","Travelling","1309.1904","1330.8571","21.6667","3498dbff"
"Traveller_002","0","Attraction2","1249.1904","1369.1904","120.0","f39c12ff"
"Traveller_013","11","Attraction2","1249.1904","1369.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1209.1904","1369.1904","160.0","2ecc71ff"
"Traveller_012","12","Waiting","1209.1904","1369.1904","160.0","2ecc71ff"
"Traveller_013","11","Travelling","1369.1904","1392.5237","23.3333","3498dbff"
"Traveller_002","0","Attraction3","1309.1904","1429.1904","120.0","f39c12ff"
"Traveller_017","17","Attraction3","1309.1904","1429.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","617.5048","1429.1904","811.6856","2ecc71ff"
"Traveller_003","2","Waiting","617.5048","1429.1904","811.6856","2ecc71ff"
"Traveller_017","17","Travelling","1429.1904","1449.1904","20.0","3498dbff"
"Traveller_002","0","Attraction","1177.5237","1477.5237","300.0","f39c12ff"
"Traveller_004","3","Attraction","1177.5237","1477.5237","300.0","f39c12ff"
"Traveller_002","0","Waiting","495.7673","1477.5237","981.7564","2ecc71ff"
"Traveller_019","18","Waiting","495.7673","1477.5237","981.7564","2ecc71ff"
"Traveller_002","0","Attraction2","1369.1904","1489.1904","120.0","f39c12ff"
"Traveller_012","12","Attraction2","1369.1904","1489.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1330.8571","1489.1904","158.3333","2ecc71ff"
"Traveller_018","15","Waiting","1330.8571","1489.1904","158.3333","2ecc71ff"
"Traveller_012","12","Travelling","1489.1904","1507.5237","18.3333","3498dbff"
"Traveller_004","3","Travelling","1477.5237","1517.5237","40.0","3498dbff"
"Traveller_002","0","Attraction3","1429.1904","1549.1904","120.0","f39c12ff"
"Traveller_003","2","Attraction3","1429.1904","1549.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","917.5237","1549.1904","631.6667","2ecc71ff"
"Traveller_007","7","Waiting","917.5237","1549.1904","631.6667","2ecc71ff"
"Traveller_003","2","Travelling","1549.1904","1567.5237","18.3333","3498dbff"
"Traveller_002","0","Attraction2","1489.1904","1609.1904","120.0","f39c12ff"
"Traveller_018","15","Attraction2","1489.1904","1609.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1449.1904","1609.1904","160.0","2ecc71ff"
"Traveller_017","17","Waiting","1449.1904","1609.1904","160.0","2ecc71ff"
"Traveller_018","15","Travelling","1609.1904","1627.5237","18.3333","3498dbff"
"Traveller_002","0","Attraction3","1549.1904","1669.1904","120.0","f39c12ff"
"Traveller_007","7","Attraction3","1549.1904","1669.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1212.5237","1669.1904","456.6667","2ecc71ff"
"Traveller_011","9","Waiting","1212.5237","1669.1904","456.6667","2ecc71ff"
"Traveller_007","7","Travelling","1669.1904","1687.5237","18.3333","3498dbff"
"Traveller_002","0","Attraction2","1609.1904","1729.1904","120.0","f39c12ff"
"Traveller_017","17","Attraction2","1609.1904","1729.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1567.5237","1729.1904","161.6667","2ecc71ff"
"Traveller_003","2","Waiting","1567.5237","1729.1904","161.6667","2ecc71ff"
"Traveller_017","17","Travelling","1729.1904","1752.5237","23.3333","3498dbff"
"Traveller_002","0","Attraction","1477.5237","1777.5237","300.0","f39c12ff"
"Traveller_019","18","Attraction","1477.5237","1777.5237","300.0","f39c12ff"
"Traveller_002","0","Waiting","500.7673","1777.5237","1276.7564","2ecc71ff"
"Traveller_001","1","Waiting","500.7673","1777.5237","1276.7564","2ecc71ff"
"Traveller_002","0","Attraction3","1669.1904","1789.1904","120.0","f39c12ff"
"Traveller_011","9","Attraction3","1669.1904","1789.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1507.5237","1789.1904","281.6667","2ecc71ff"
"Traveller_012","12","Waiting","1507.5237","1789.1904","281.6667","2ecc71ff"
"Traveller_011","9","Travelling","1789.1904","1807.5237","18.3333","3498dbff"
"Traveller_019","18","Travelling","1777.5237","1817.5237","40.0","3498dbff"
"Traveller_002","0","Attraction2","1729.1904","1849.1904","120.0","f39c12ff"
"Traveller_003","2","Attraction2","1729.1904","1849.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1687.5237","1849.1904","161.6667","2ecc71ff"
"Traveller_007","7","Waiting","1687.5237","1849.1904","161.6667","2ecc71ff"
"Traveller_003","2","Travelling","1849.1904","1865.8571","16.6667","3498dbff"
"Traveller_002","0","Attraction3","1789.1904","1909.1904","120.0","f39c12ff"
"Traveller_012","12","Attraction3","1789.1904","1909.1904","120.0","f39c12ff"
"Traveller_002","0","Waiting","1517.5237","1909.1904","391.6667","2ecc71ff"
"Traveller_004","3","Waiting","1517.5237","1909.1904","391.6667","2ecc71ff"
"Traveller_012","12","Travelling","1909.1904","1927.5237","18.3333","3498dbff"
